course,year,semester,code,name
BEEP,1,1,BUCU 1103,LIFE SKILLS
BEEP,1,1,BUCU 1105,COOPERATIVE PHILOSOPHY
BEEP,3,1,BECO 1201,DEVELOPMENT ECONOMICS
BEEP,3,1,BEEP 3110,BIOTECHNOLOGY AND SUSTAINABILITY SYSTERM
BEEP,3,1,BEEP 3111,ENVIRONMENTAL MODELLING
BEEP,3,1,BEEP 3113,ENVIRONMENTAL PLANNING AND MANAGEMENT
BEEP,3,1,BEEP 3114,ENVIRONMENTAL ANALYTICAL SKILLS
BEEP,3,1,BEEP 3115,LAND ECONOMICS
BEEP,3,1,BEEP 3116,ENVIRONMENTAL ENTREPRENUERSHIP
BEEP,3,1,BETE 3102,GIS AND REMOTE SENSING I
BELSI,1,1,BELI 1101,HISTORY OF LAND IN KENYA
BELSI,1,1,BELI 1102,INTRODUCTION TO LAND RESOURCE MANAGEMENT
BELSI,1,1,BELI 1103,INTRODUCTION TO LAND ECOLOGY
BELSI,1,1,BENV 1123,GEOGRAPHY OF KENYA AND ECOLOGICAL ZONES
BELSI,1,1,BUCU 1101,COMMUNICATION SKILLS
BELSI,1,1,BUCU 1103,LIFE SKILLS
BELSI,1,1,BUCU 1105,COOPERATIVE PHILOSOPHY
BELSI,3,1,BELI 3110,SOIL SURVEY AND CLASSIFICATION/FIELD PRACTICALS
BELSI,3,1,BELI 3111,HUMAN POPULATION AND LAND USE
BELSI,3,1,BELI 3112,PASTORAL LAND MANAGEMENT AND LIVELIHOODS
BELSI,3,1,BELI 3113,LAND MANAGEMENT AND CROSS-CUTTING ISSUES
BELSI,3,1,BENT 3106,LAB ENVIRONMENTAL MONITORING AND ANALYSIS-21 HRS
BELSI,3,1,BENV 3121,CONFLICT MANAGEMENT
BELSI,3,1,BENV 3153,COASTAL ZONE AND LAND MANAGEMENT
BELSI,4,1,BDRM 4122,LAND USE AND CONFLICT MANAGEMENT
BELSI,4,1,BELI 4117,LAND ADMINISTRATION-14 HRS LAB/FIELD WORK
BELSI,4,1,BELI 4118,MARKETING BCOM Y3 LAND VALUATION AND FINANCING-14 HRS LAB/FIELD
BELSI,4,1,BELI 4119,TECHNIQUES MODELLING OF LANDS AND LANDSCAPES-14 HRS
BELSI,4,1,BENV 4162,SUSTAINABLE FOREST MANAGEMENT
BELSI,4,1,BENV 4163,ENVIRONMENTAL IMPACT ASSESSMENT AND AUDIT
BELSI,4,1,BRRP 4104,RESEARCH PROJECT I
BEP,1,1,BACC 1201,PRINCIPLES OF ACCOUNTING
BEP,1,1,BBAN 1101,PRINCIPLES OF BANKING
BEP,1,1,BENT 2104,PHILOSOPHY OF ENTREPRENEURSHIP
BEP,1,1,BUCU 1101,COMMUNICATION SKILLS
BEP,1,1,BUCU 1102,LIFE SKILLS
BEP,1,1,BUCU 1104,COMPUTER APPLICATIONS
BEP,1,1,BUCU 1105,CO-OPERATIVE PHILOSOPHY
BHRM,1,1,BACC 1201,PRINCIPLES OF ACCOUNTING
BHRM,1,1,BHRM 1101,PRINCIPLES OF HUMAN RESOURCE MANAGEMENT
BHRM,1,1,BUCU 1101,COMMUNICATION SKILLS
BHRM,1,1,BUCU 1102,LIFE SKILLS
BHRM,1,1,BUCU 1104,COMPUTER APPLICATIONS
BHRM,1,1,BUCU 1105,CO-OPERATIVE PHILOSOPHY
BHRM,2,1,BHRM 2103,HUMAN RESOURCE ADMINISTRATION
BHRM,2,1,BHRM 2104,MOTIVATION AND STRESS MANAGEMENT
BHRM,2,1,BHRM 2105,HUMAN RESOURCE PLANNING
BHRM,2,1,BHRM 2106,HUMAN RESOURCE INFORMATION SYSTEMS
BHRM,2,1,BPRA 2134,PUBLIC RELATIONS
BHRM,3,1,BECO 4107,LABOUR ECONOMICS
BHRM,3,1,BHRM 3110,EMPLOYEE RESOURCING
BHRM,3,1,BHRM 3112,EMPLOYEES RELATIONS
BHRM,3,1,BHRM 3113,REWARD MANAGEMENT
BHRM,3,1,BLAW 2223,LABOUR LAW
BHRM,3,1,BPSY 4213,INDUSTRIAL PSYCHOLOGY
BHRM,3,2,BHRM 1231,ORGANIZATIONAL BEHAVIOUR
BHRM,3,2,BHRM 3201,HR CONSULTANCY
BHRM,3,2,BHRM 3202,COUNSELING AND COACHING
BHRM,3,2,BHRM 4127,LEADERSHIP AND TEAM BUILDING
BHRM,3,2,BHRM 4212,STRATEGIC HUMAN RESOURCE MANAGEMENT
BHRM,3,2,BMAT 1203,FUNDAMENTALS OF MATHEMATICS
BHRM,3,2,BPSY 2206,INDUSTRIAL PSYCHOLOGY
BHRM,3,2,BUCU 1105,CO-OPERATIVE PHILOSOPHY
BHRM,4,1,BACC 4107,HR ACCOUNTING
BHRM,4,1,BBCU 4101,RESEARCH PROJECT I
BHRM,4,1,BFIN 4114,PENSIONS MANAGEMENT
BHRM,4,1,BHRM 4101,PROJECT MANAGEMENT IN HRM
BHRM,4,1,BHRM 4102,LEARNING AND DEVELOPMENT
BIT,1,1,BCIT 1101,FOUNDATIONS OF INFORMATION TECHNOLOGY
BIT,1,1,BCIT 1105,INTRODUCTION TO OPERATING SYSTEMS
BIT,1,1,BCSC 1102,INTRODUCTION TO PROGRAMMING
BIT,1,1,BMAT 1101,BASIC MATHEMATICS
BIT,1,1,BUCU 1101,COMMUNICATION SKILLS
BIT,1,1,BUCU 1102,LIFE SKILLS
BIT,1,1,BUCU 1104,COMPUTER APPLICATIONS
BIT,1,1,BUCU 1105,COOPERATIVE PHILOSOPHY
BIT,1,2,BCIT 1202,DATA COMMUNICATION AND COMPUTER NETWORKS
BIT,1,2,BCIT 1210,DATABASE MANAGEMENT SYSTEMS
BIT,1,2,BENT 1207,ENTREPRENEURSHIP SKILLS
BIT,1,2,BMAT 1204,DISCRETE MATHEMATICS
BIT,1,2,BMAT 1205,CALCULUS I
BIT,1,2,CSC 1204,DATA STRUCTURES AND ALGORITHMS
BIT,1,2,CSE 1203,STRUCTURED PROGRAMMING LAB
BIT,2,1,BCIT 2111,OBJECT ORIENTED PROGRAMMING I
BIT,2,1,BCIT 2112,SYSTEM ANALYSIS AND DESIGN
BIT,2,1,BCIT 2132,WEB DEVELOPMENT
BIT,2,1,BCIT 2153,NETWORK DESIGN AND MANAGEMENT
BIT,2,1,BCSC 2103,COMPUTER DESIGN AND ORGANIZATION
BIT,2,1,BMAT 2109,LINEAR ALGEBRA
BIT,2,1,BMAT 2111,CALCULUS II
BIT,2,2,BCIT 2213,NETWORKS AND SYSTEMS ADMINISTRATION
BIT,2,2,BCIT 2214,Software Engineering
BIT,2,2,BCIT 2217,OBJECT ORIENTED PROGRAMMING II
BIT,2,2,BCIT 2230,ADVANCED OPERATING SYSTEMS
BIT,2,2,BCSC 2205,COMPUTER AIDED ART AND DESIGN
BIT,2,2,BPHY 1204,DIGITAL LOGIC AND ELECTRONICS
BIT,2,2,BSTA 1203,PROBABILITY AND STATISTICS I
BIT,3,1,BCIT 3126,HUMAN COMPUTER INTERACTION
BIT,3,1,BCIT 3131,ICT PROJECT MANAGEMENT
BIT,3,1,BCIT 3163,BUSINESS SYSTEM MODELLING
BIT,3,1,BCSC 3106,CELLULAR NETWORKS
BIT,3,1,BCSC 3128,DESIGN AND ANALYSIS OF ALGORITHMS
BIT,3,1,BCSC 3154,PC SUPPORT AND MAINTENANCE
BIT,3,1,BSTA 2104,PROBABILITY AND STATISTICS II
BIT,3,2,BCIT 3237,ELECTRONIC COMMERCE
BIT,3,2,BCIT 3238,MOBILE APPLICATION DEVELOPMENT
BIT,3,2,BCIT 3242,ADVANCED DATABASE MANAGEMENT SYSTEMS
BIT,3,2,BCIT 3244,MULTIMEDIA SYSTEMS
BIT,3,2,BCIT 3260,RESEARCH METHODS FOR IT
BIT,3,2,BCIT 3265,DISTRIBUTED SYSTEMS
BIT,3,2,BCSC 3225,ARTIFICIAL INTELLIGENCE
BIT,4,1,BCIT 4139,COMPUTER SYSTEMS SECURITY
BIT,4,1,BCIT 4141,CLOUD COMPUTING
BIT,4,1,BCIT 4149,PROJECT I (SYSTEM DEVELOPMENT PROPOSAL)
BIT,4,1,BCSC 3117,THE INTERNET OF THINGS
BIT,4,1,BCSC 4108,SYSTEMS PROGRAMMING
BIT,4,1,BCSC 4126,SIMULATION AND MODELLING
BIT,4,1,BFIN 2101,FINANCIAL MANAGEMENT
BIT,4,2,BCIT 4255,INFORMATION SYSTEMS AUDIT
BIT,4,2,BCIT 4264,PROJECT II (SYSTEM DEVELOPMENT)
BIT,4,2,BCIT 4266,COMPUTING LAW AND ETHICS
BIT,4,2,BCSC 4227,DATA SCIENCE
BIT,4,2,BCSC 4231,KNOWLEDGE BASED SYSTEMS
BMIT,1,1,BCIT 1101,FOUNDATIONS OF INFORMATION TECHNOLOGY
BMIT,1,1,BMKT 1101,"WORK BCOM Y3 BBIT Y2 INTRODUCTION TO MARKETING , INNOVATION &"
BMIT,1,1,BUCU 1101,COMMUNICATION SKILLS
BMIT,1,1,BUCU 1102,LIFE SKILLS
BMIT,1,1,BUCU 1104,COMPUTER APPLICATIONS
BMIT,1,1,BUCU 1105,COOPERATIVE PHILOSOPHY
BMIT,2,1,BMGT 2102,TECHNOLOGY MANAGEMENT
BMIT,2,1,BMKT 2106,LEGAL ASPECT IN MARKETING
BMIT,2,1,BMKT 2107,EXTREMES BBIT Y2 BBIT Y2 DESIGN THINKING & INNOVATION MANAGEMENT IN
BMIT,2,1,BMKT 2108,SELLING AND SALES MANAGEMENT
BMIT,2,1,BSTA 2101,STATISTICS
BNCS,1,1,BCIT 1104,INTRODUCTION TO INTERNET TECHNOLOGIES
BNCS,1,1,BCIT 1105,INTRODUCTION TO OPERATING SYSTEMS
BNCS,1,1,BCSE 1101,MARKETING INTRODUCTION TO COMPUTERS AND PROGRAMMING
BNCS,1,1,BMAT 1101,BASIC MATHEMATICS
BNCS,1,1,BPHY 1201,PHYSICS
BNCS,1,1,BUCU 1101,COMMUNICATION SKILLS
BNCS,1,1,BUCU 1102,LIFE SKILLS
BNCS,1,1,BUCU 1103,COMPUTER APPLICATIONS
BNCS,1,1,BUCU 1105,COOPERATIVE PHILOSOPHY
BPRA,1,1,BCIT 1103,COMPUTER APPLICATIONS
BPRA,1,1,BLAN 1102,ENGLISH FOR COMMUNICATION
BPRA,1,1,BLAN 1103,KISWAHILI FOR COMMUNICATION
BPRA,1,1,BPRA 1101,INTRODUCTION TO PUBLIC RELATIONS AND ADVERTISING
BPRA,1,1,BUCU 1101,COMMUNICATION SKILLS
BPRA,1,1,BUCU 1102,LIFE SKILLS
BPRA,1,1,BUCU 1105,CO-OPERATIVE PHILOSOPHY
BPRA,2,1,BPRA 2107,THEORIES OF COMMUNICATION
BPRA,2,1,BPRA 2108,DEVELOPMENT COMMUNICATION
BPRA,2,1,BPRA 2109,"NEW MEDIA, WRITING AND CONVERGENCE"
BPRA,2,1,BPRA 2110,PUBLIC SPEAKING AND SPEECH WRITING
BPRA,2,1,BPRA 2111,PHOTOGRAPHY
BPRA,2,1,BPRA 2134,PUBLIC RELATIONS
BPRA,3,1,BADV 3102,MEDIA PLANNING
BPRA,3,1,BPRA 3115,ORGANIZATIONAL COMMUNICATION
BPRA,3,1,BPRA 3116,COMMUNICATION RESEARCH
BPRA,3,1,BPRA 3117,PUBLIC COMMUNICATION CAMPAIGNS
BPRA,3,1,BPRC 3118,EVENTS PLANNING AND MANAGEMENT
BPRA,4,1,BPRA 4123,PAGE LAYOUT AND DESIGN
BPRA,4,1,BPRC 4124,STRATEGIC PUBLIC RELATIONS
BPRA,4,1,BPRC 4125,PROPOSAL WRITING AND FUNDRAISING
BPRA,4,1,BPRC 4126,DIGITAL AND SOCIAL MEDIA STRATEGY
BPRA,4,1,BPRC 4127,LOBBYING AND ADVOCACY
BPRA,4,2,BPRA 4217,PUBLIC OPINION AND PROPAGANDA
BPRA,4,2,BPRA 4233,RESEARCH PROJECT
BPRA,4,2,BPRA 4234,DATA JOURNALISM
BPRA,4,2,BPRC 3204,CROSS CULTURAL COMMUNICATION
BPRA,4,2,BPRC 3206,PRINCIPLES AND PRACTICES OF ADVOCACY
BPRA,4,2,BPRC 4214,DOCUMENTARY PRODUCTION
BPRA,4,2,BPRC 4216,INTERNATIONAL PUBLIC RELATIONS
BPSM,1,1,BACC 1201,PRINCIPLES OF ACCOUNTING
BPSM,1,1,BCIT 1103,COMPUTER APPLICATIONS
BPSM,1,1,BECO 1101,PRINCIPLES OF MICROECONOMICS
BPSM,1,1,BPSM 1101,PRINCIPLES OF PROCUREMENT
BPSM,1,1,BUCU 1101,COMMUNICATION SKILLS
BPSM,1,1,BUCU 1102,LIFE SKILLS
BPSM,2,1,BACC 2105,COST ACCOUNTING
BPSM,2,1,BFIN 2101,FINANCIAL MANAGEMENT
BPSM,2,1,BPSM 2104,PROCUREMENT PLANNING II
BPSM,2,1,BPSM 2105,STORES AND STOCK CONTROL
BPSM,2,1,BPSM 2106,SUPPLIES MANAGEMENT II
BPSM,2,1,BSTA 2101,STATISTICS
BPSM,3,1,BCIT 3168,SUPPLY CHAIN MANAGEMENT INFORMATION SYSTEMS
BPSM,3,1,BPSM 3106,SUPPLIER RELATIONSHIP MANAGEMENT
BPSM,3,1,BPSM 3111,STRATEGIC SUPPLY CHAIN MANAGEMENT
BPSM,3,1,BPSM 3115,WAREHOUSING MANAGEMENT
BPSM,3,1,BPSM 3116,RETAIL MERCHANDISE MANAGEMENT
BPSM,3,1,BPSM 3127,RETAIL MERCHANDISE MANAGEMENT
BPSM,3,1,BUCU 1104,COMPUTER APPLICATIONS
BPSM,3,1,BUCU 1105,COOPERATIVE PHILOSOPHY
BPSM,3,1,TOTAL QUALITY MANAGEMENT 27,Dr. Victor Wambua
BPSM,3,2,BBCU 3201,RESEARCH METHODS FOR SOCIAL SCIENCES
BPSM,3,2,BENT 1207,ENTREPRENEURSHIP SKILLS
BPSM,3,2,BPSM 1202,SUPPLIES MANAGEMENT I
BPSM,3,2,BPSM 1203,PROCUREMENT PLANNING I
BPSM,3,2,BPSM 3202,NEGOTIATIONS
BPSM,3,2,BPSM 3217,CONTRACT MANAGEMENT
BPSM,3,2,BPSM 3219,CATEGORY MANAGEMENT
BPSM,4,1,BBCU 4101,RESEARCH PROJECT I
BPSM,4,1,BECO 4108,TRANSPORT ECONOMICS
BPSM,4,1,BPSM 4101,OPERATIONS MANAGEMENT
BPSM,4,1,BPSM 4102,CONTRACT MANAGEMENT
BPSM,4,1,BPSM 4103,PROCUREMENT MANAGEMENT
BSA,1,1,BACC 1132,PRINCIPLES OF ACCOUNTING
BSA,1,1,BECO 1101,PRINCIPLES OF MICROECONOMICS
BSA,1,1,BUCU 1101,COMMUNICATION SKILLS
BSA,1,1,BUCU 1102,LIFE SKILLS
BSA,1,1,BUCU 1104,COMPUTER APPLICATIONS
BSA,1,1,BUCU 1105,COOPERATIVE PHILOSOPHY
BSA,2,1,BACC 2105,COST ACCOUNTING
BSA,2,1,BACC 2106,ACCOUNTING FOR ASSETS
BSA,2,1,BACC 2122,FINANCIAL ACCOUNTING THEORY
BSA,2,1,BFIN 2101,FINANCIAL MANAGEMENT
BSA,2,1,BSTA 2101,STATISTICS
BSA,3,1,BACC 3105,MANAGEMENT ACCOUNTING
BSA,3,1,BFIN 3104,FINANCIAL INSTITUTIONS AND MARKETS
BSA,3,1,BFIN 3106,FIXED INCOME SECURITIES ANALYSIS AND VALUATION
BSA,3,1,BFIN 4214,FINANCIAL MODELLING AND FORECASTING
BSA,3,1,BSTA 3109,OPERATIONS RESEARCH II
BSA,4,1,BACC 4115,ADVANCED AUDITING AND ASSURANCE
BSA,4,1,BACC 4117,ADVANCED MANAGEMENT ACCOUNTING
BSA,4,1,BACC 4131,ADVANCED FINANCIAL REPORTING AND ANALYSIS
BSA,4,1,BBCU 4101,RESEARCH PROJECT I
BSAS,1,1,BASC 1101,INTRODUCTION TO ACTUARIAL SCIENCE
BSAS,1,1,BECO 1101,PRINCIPLES OF MICROECONOMICS
BSAS,1,1,BFIN 1134,PRINCIPLES OF FINANCE
BSAS,1,1,BMAT 1101,BASIC MATHEMATICS
BSAS,1,1,BUCU 1101,COMMUNICATION SKILLS
BSAS,1,1,BUCU 1102,LIFE SKILLS
BSAS,1,1,BUCU 1104,COMPUTER APPLICATIONS
BSAS,1,1,BUCU 1105,COOPERATIVE PHILOSOPHY
BSAS,2,1,BACC 1132,PRINCIPLES OF ACCOUNTING
BSAS,2,1,BASC 2102,FINANCIAL MATHEMATICS I
BSAS,2,1,BASC 2113,INSURANCE LAW
BSAS,2,1,BASC 2120,LIFE CONTINGENCIES I
BSAS,2,1,BMAT 2108,LINEAR ALGEBRA I
BSAS,2,1,BMAT 2111,CALCULUS II
BSAS,2,1,BSTA 2104,PROBABILITY AND STATISTICS II
BSAS,3,1,BASC 3130,SURVIVAL ANALYSIS
BSAS,3,1,BENT 3115,BUSINESS PLANNING
BSAS,3,1,BFIN 3217,CORPORATE FINANCE
BSAS,3,1,BMAT 3114,REAL ANALYSIS
BSAS,3,1,BSTA 3108,OPERATIONS RESEARCH
BSAS,3,1,BSTA 3111,PROBABILITY AND STATISTICS IV
BSAS,3,1,BSTA 3152,STATISTICAL PROGRAMMING
BSAS,4,1,BASC 4107,STOCHASTIC MODELS FOR ACTUARIES II
BSAS,4,1,BASC 4114,PENSION AND OTHER BENEFITS
BSAS,4,1,BASC 4115,PROJECT I
BSAS,4,1,BASC 4129,CREDIBILTY THEORY AND LOSS MODELS
BSAS,4,1,BSTA 4112,REGRESSION MODELLING
BSAS,4,1,BSTA 4114,TIME SERIES ANALYSIS
BSCAS,1,1,BCSC 1102,INTRODUCTION TO PROGRAMMING
BSCAS,1,1,BMAT 1101,BASIC MATHEMATICS
BSCAS,1,1,BSTA 1133,PRINCIPLES OF SAMPLE SURVEYS
BSCAS,1,1,BUCU 1101,COMMUNICATION SKILLS
BSCAS,1,1,BUCU 1102,LIFE SKILLS
BSCAS,1,1,BUCU 1104,COMPUTER APPLICATIONS
BSCAS,1,1,BUCU 1105,CO-OPERATIVE PHILOSOPHY
BSCAS,2,1,BCIT 2115,PYTHON PROGRAMMING
BSCAS,2,1,BMAT 2108,LINEAR ALGEBRA I
BSCAS,2,1,BMAT 2111,CALCULUS II
BSCAS,2,1,BSTA 2104,PROBABILITY AND STATISTICS II
BSCAS,2,1,BSTA 2132,INTRODUCTION TO STATISTICAL COMPUTING
BSCAS,2,1,BSTA 2134,LINEAR MODELS I
BSCAS,2,1,BSTA 2174,EPIDEMIOLOGY AND VITAL STATISTICS
BSCAS,2,2,BSTA 2134,Linear Models II
BSCAS,2,2,BSTA 2206,Probability and Statistics III
BSCAS,3,1,BMAT 3114,REAL ANALYSIS
BSCAS,3,1,BSTA 3109,OPERATIONS RESEARCH II
BSCAS,3,1,BSTA 3111,PROBABILITY AND STATISTICS IV
BSCAS,3,1,BSTA 3119,DESIGN AND ANALYSIS OF EXPERIMENTS
BSCAS,3,1,BSTA 3138,ECONOMETRICS II
BSCAS,3,1,BSTA 3149,STATISTICAL QUALITY CONTROL METHODS
BSCAS,3,1,BSTA 3152,STATISTICAL PROGRAMMING
BSCAS,4,1,BCSC 4147,MACHINE LEARNING
BSCAS,4,1,BSTA 4105,DESIGN AND ANALYSIS OF SAMPLE SURVEY
BSCAS,4,1,BSTA 4112,REGRESSION MODELLING
BSCAS,4,1,BSTA 4116,TIME SERIES ANALYSIS
BSCAS,4,1,BSTA 4130,DECISION THEORY
BSCAS,4,1,BSTA 4150,PROJECT I
BSCAS,4,1,BSTA 4155,STATISTICS FOR BIOINFOMATICS
BSET,1,1,BCIT 1103,COMPUTER APPLICATIONS
BSET,1,1,BENV 1121,INTRODUCTION TO ENVIRONMENTAL SCIENCE
BSET,1,1,BENV 1122,PRINCIPLES OF NATURAL RESOURCES MANAGEMENT
BSET,1,1,BUCU 1101,COMMUNICATION SKILLS
BSET,1,1,BUCU 1103,LIFE SKILLS
BSET,1,1,BUCU 1105,CO-OPERATIVE PHILOSOPHY
BSET,2,1,BENV 2133,WATERSHED MANAGEMENT & TECHNOLOGY
BSET,2,1,BENV 2134,ENVIRONMENTAL BIOLOGY
BSET,2,1,BENV 2135,ENVIRONMENTAL SOIL SCIENCE
BSET,2,1,BENV 2136,INTRODUCTION TO ENVIRONMENTAL ECONOMICS
BSET,2,1,BENV 2137,ENVIRONMENTAL ETHICS
BSET,2,1,BETE 3101,GIS & REMOTE SENSING I
BSET,2,1,BSTA 2101,SOCIAL STATISTICS
BSET,3,1,BDRM 3120,ENVIRONMENTAL DISASTER MANAGEMENT
BSET,3,1,BENT 3105,LAB/FIELDWORK BBIT Y2 BBIT Y2 SPECTROSCOPY AND ANALYTICAL INSTRUMENTS-14 HRS
BSET,3,1,BENT 3106,ENVIRONMENTAL ANALYTICAL SKILLS
BSET,3,1,BENT 3107,IRRIGATION AND WATER CONSERVATION TECHNOLOGY
BSET,3,1,BENV 3150,TECHNOLOGY MANAGEMENT OF WETLANDS AND HYDROLOGICAL
BSET,3,1,BENV 3151,ENVIRONMENTAL AND INDUSTRIAL TOXICOLOGY
BSET,3,1,BENV 3152,ENVIRONMENTAL FIELD COURSE
BSIT,1,1,BCIT 1101,FOUNDATIONS OF INFORMATION TECHNOLOGY
BSIT,1,1,BCIT 1105,INTRODUCTION TO OPERATING SYSTEMS
BSIT,1,1,BCSC 1102,INTRODUCTION TO PROGRAMMING
BSIT,1,1,BMAT 1101,BASIC MATHEMATICS
BSIT,1,1,BUCU 1101,COMMUNICATION SKILLS
BSIT,1,1,BUCU 1102,LIFE SKILLS
BSIT,1,1,BUCU 1104,COMPUTER APPLICATIONS
BSIT,1,1,BUCU 1105,COOPERATIVE PHILOSOPHY
BSIT,2,1,BCIT 2111,OBJECT ORIENTED PROGRAMMING I
BSIT,2,1,BCIT 2112,SYSTEM ANALYSIS AND DESIGN
BSIT,2,1,BMAT 2109,LINEAR ALGEBRA
BSIT,2,1,BMAT 2111,CALCULUS II
BSIT,2,1,BSTA 2104,PROBABILITY AND STATISTICS II
BSIT,2,1,BSTA 2132,INTRODUCTION TO STATISTICAL COMPUTING
BSIT,2,1,BSTA 2134,LINEAR MODELS I
BSIT,3,1,BCIT 3126,HUMAN COMPUTER INTERACTION
BSIT,3,1,BMAT 3114,REAL ANALYSIS
BSIT,3,1,BSTA 3109,OPERATIONS RESEARCH II
BSIT,3,1,BSTA 3110,STATISTICAL DATA ANALYSIS
BSIT,3,1,BSTA 3111,PROBABILITY AND STATISTICS IV
BSIT,3,1,BSTA 3119,DESIGN AND ANALYSIS OF EXPERIMENTS
BSIT,3,1,BSTA 3152,STATISTICAL PROGRAMMING
BSIT,4,1,BCIT 4148,INFORMATION ASSURANCE AND SECURITY
BSIT,4,1,BCIT 4149,PROJECT I
BSIT,4,1,BCSC 4126,SIMULATION AND MODELLING
BSIT,4,1,BSTA 4112,REGRESSION MODELLING
BSIT,4,1,BSTA 4116,TIME SERIES ANALYSIS
BSIT,4,1,BSTA 4130,DECISION THEORY
BSSE,1,1,BCIT 1105,INTRODUCTION TO OPERATING SYSTEMS
BSSE,1,1,BCSC 1102,INTRODUCTION TO PROGRAMMING
BSSE,1,1,BMAT 1101,BASIC MATHEMATICS
BSSE,1,1,BPHY 1102,SEMICONDUCTOR PHYSICS
BSSE,1,1,BUCU 1101,COMMUNICATION SKILLS
BSSE,1,1,BUCU 1102,LIFE SKILLS
BSSE,1,1,BUCU 1104,COMPUTER APPLICATIONS
BSSE,1,1,BUCU 1105,COOPERATIVE PHILOSOPHY
BSSE,2,1,BCIT 2112,SYSTEM ANALYSIS AND DESIGN
BSSE,2,1,BCSE 2104,DATA COMMUNICATION NETWORKS
BSSE,2,1,BCSE 2105,FOUNDATIONS OF SOFTWARE ENGINEERING
BSSE,2,1,BMAT 2109,LINEAR ALGEBRA
BSSE,2,1,BMAT 2111,CALCULUS II
BSSE,2,1,BNCS 2103,"MANAGEMENT Prof.Oboka,Dr. Jacinta Kingori,DrCharles Wambu BBIT Y2 BBIT Y2 BCOM Y3 FUNDERMENTALS OF CLOUD COMPUTING AND"
BSSE,2,1,BSTA 2104,PROBABILITY AND STATISTICS II
BSSE,3,1,BCIT 3126,HUMAN COMPUTER INTERACTION
BSSE,3,1,BCIT 3134,SOFTWARE PROJECT MANAGEMENT
BSSE,3,1,BCSC 3106,CELLULAR NETWORKS
BSSE,3,1,BCSC 3128,DESIGN AND ANALYSIS OF ALGORITHMS
BSSE,3,1,BCSC 3155,AUTOMATA THEORY
BSSE,3,1,BCSE 3109,SOFTWARE DESIGN
BSSE,3,1,BCSE 3110,COMPUTER ORGANIZATION AND ARCHITECTURE
BSSE,4,1,BCIT 4149,PROJECT I (SYSTEM DEVELOPMENT PROPOSAL)
BSSE,4,1,BCSC 4147,MACHINE LEARNING
BSSE,4,1,BCSE 4115,SOFTWARE FOR REAL-TIME EMBEDDED SYSTEMS
BSSE,4,1,BCSE 4116,SOFTWARE PROCESS AND SECURITY
BSSE,4,1,BCSE 4117,SOFTWARE QUALITY ENGINEERING
BSSE,4,1,BCSE 4118,COMPUTER SYSTEMS RELIABILITY
BSSE,4,1,BCSE 4119,ADVANCED FRONT-END WEB DEVELOPMENT
BSc.AM,1,1,BENV 1136,INTRODUCTION TO ENVIRONMENTAL SCIENCE
BSc.AM,1,1,BMAT 1102,MATHEMATICS I
BSc.AM,1,1,BUCU 1101,COMMUNICATION SKILLS
BSc.AM,1,1,BUCU 1102,LIFE SKILLS
BSc.AM,1,1,BUCU 1104,COMPUTER APPLICATIONS
BSc.AM,1,1,BUCU 1105,COOPERATIVE PHILOSOPHY
BSc.AM,2,1,BENV 2104,PRINCIPLES OF ECOLOGY AND BIODIVERSITY
BSc.AM,2,1,BENV 2115,LAND RECLAMATION AND CONSERVATION
BSc.AM,2,1,BENV 2116,"JANUARY 2026 DRAFT ORDINARY EXAMINATION TIMETABLE THE CO-OPERATIVE UNIVERSITY OF KENYA DRAFT UNDERGRADUATE, DIPLOMA & CERTIFICATE EXAMINATION TIMETABLE JANUARY 2026 PRINCIPLES AND PRACTICES OF ENVIRONMENTAL"
BSc.AM,2,1,BMKT 2138,VIRTUALIZATION AGRICULTURAL VALUE CHAIN DEVELOPMENT AND
BSc.AM,2,1,BSOC 2103,RURAL SOCIOLOGY
BSc.AM,2,1,BSOC 3104,DEVELOPMENT ANTHROPOLOGY
BSc.AM,2,1,BSTA 2101,STATISTICS
BSc.AM,3,1,BAFS 3118,CLIMATE SMART AGRICULTURE
BSc.AM,3,1,BAFS 3119,FINANCIAL MANAGEMENT IN AGRIBUSINESS
BSc.AM,3,1,BAFS 3120,AGRICULTURAL AND AGRIBUSINESS POLICIES AND LAWS
BSc.AM,3,1,BAFS 3121,NATURAL PRODUCTS PROCESSING TECHNOLOGY
BSc.AM,3,1,BAFS 3122,AGRICULTURAL EXTENSION SERVICES
BSc.AM,3,1,BBEC 3121,HUMAN RESOURCE MANAGEMENT
BSc.AM,4,1,BAFS 4127,AGRIBUSINESS DEVELOPMENT PROGRAMMES & PROJECTS
BSc.AM,4,1,BAFS 4128,TAXATION IN AGRIBUSINESS
BSc.AM,4,1,BAFS 4129,STRATEGIC AGRIBUSINESS MANAGEMENT
BSc.AM,4,1,BAFS 4130,FARM MANAGEMENT TECHNOLOGY
BSc.AM,4,1,BAFS 4131,AGRIBUSINESS MANAGEMENT: SPECIAL PROJECTS
BSc.AM,4,1,BAFS 4132,RESEARCH PROJECT I
BSc.Fin,1,1,BACC 1132,PRINCIPLES OF ACCOUNTING
BSc.Fin,1,1,BECO 1101,PRINCIPLES OF MICROECONOMICS
BSc.Fin,1,1,BUCU 1102,LIFE SKILLS
BSc.Fin,1,1,BUCU 1104,COMPUTER APPLICATIONS
